index,r,g,b,soundFreq,octave,note,noteClass,audioClass
3051,76,0,0,20.6,0,4,E,lowBass,
3052,91,0,0,21.83,0,5,F,lowBass,
3053,107,0,0,23.12,0,6,F#,lowBass,
3054,121,0,0,24.5,0,7,G,lowBass,
3055,137,0,0,25.96,0,8,G#,lowBass,
3056,152,0,0,27.5,0,9,A,lowBass,
3057,167,0,0,29.14,0,10,A#,lowBass,
3058,183,0,0,30.87,0,11,B,lowBass,
3059,40,0,0,32.7,1,0,C,midBass,
3060,80,0,0,34.65,1,1,C#,midBass,
3061,120,0,0,36.71,1,2,D,midBass,
3062,160,0,0,38.89,1,3,D#,midBass,
3063,200,0,0,41.2,1,4,E,midBass,
3064,240,0,0,43.65,1,5,F,midBass,
3065,255,25,25,46.25,1,6,F#,midBass,
3066,255,65,65,49.0,1,7,G,midBass,
3067,255,105,105,55.91,1,8,G#,midBass,
3068,255,145,145,55.0,1,7,G,midBass,
3069,255,185,185,58.27,1,10,A#,midBass,
3070,255,225,225,61.74,1,11,B,midBass,
3071,40,21,0,65.41,2,0,C,highBass,
3072,80,43,0,69.3,2,1,C#,highBass,
3073,120,64,0,73.42,2,2,D,highBass,
3074,160,85,0,77.78,2,3,D#,highBass,
3075,200,107,0,82.41,2,4,E,highBass,
3076,240,128,0,87.31,2,5,F,highBass,
3077,255,148,25,92.5,2,6,F#,highBass,
3078,255,166,65,98.0,2,7,G,highBass,
3079,255,185,105,103.83,2,8,G#,highBass,
3080,255,204,145,110.0,2,8,G#,highBass,
3081,255,222,185,116.54,2,10,A#,highBass,
3082,255,241,225,123.47,2,10,A#,highBass,
3083,40,37,0,130.81,3,0,C,lowMidrange,
3084,80,75,0,138.59,3,1,C#,lowMidrange,
3085,120,112,0,146.83,3,2,D,lowMidrange,
3086,160,150,0,155.56,3,3,D#,lowMidrange,
3087,200,187,0,164.81,3,4,E,lowMidrange,
3088,240,224,0,174.61,3,5,F,lowMidrange,
3089,255,240,25,185.0,3,6,F#,lowMidrange,
3090,255,242,65,196.0,3,7,G,lowMidrange,
3091,255,245,105,207.65,3,8,G#,lowMidrange,
3092,255,248,145,220.0,3,8,G#,lowMidrange,
3093,255,250,185,233.08,3,10,A#,lowMidrange,
3094,255,253,225,246.94,3,11,B,lowMidrange,
3095,17,40,0,261.63,4,0,C,midMidrange,
3096,35,80,0,277.18,4,1,C#,midMidrange,
3097,52,120,0,293.66,4,2,D,midMidrange,
3098,69,160,0,311.13,4,3,D#,midMidrange,
3099,87,200,0,329.63,4,4,E,midMidrange,
3100,104,240,0,349.23,4,5,F,midMidrange,
3101,125,255,25,369.99,4,6,F#,midMidrange,
3102,147,255,65,392.0,4,7,G,midMidrange,
3103,170,255,105,415.3,4,8,G#,midMidrange,
3104,193,255,145,440.0,4,8,G#,midMidrange,
3105,215,255,185,466.16,4,9,A,midMidrange,
3106,238,255,225,493.88,4,10,A#,midMidrange,
3107,0,30,40,523.25,5,0,C,highMidrange,
3108,0,60,80,554.37,5,1,C#,highMidrange,
3109,0,90,120,587.33,5,2,D,highMidrange,
3110,0,120,160,622.25,5,3,D#,highMidrange,
3111,0,150,200,659.25,5,4,E,highMidrange,
3112,0,180,240,698.46,5,5,F,highMidrange,
3113,25,197,255,739.99,5,6,F#,highMidrange,
3114,65,207,255,783.99,5,7,G,highMidrange,
3115,105,217,255,830.61,5,8,G#,highMidrange,
3116,145,227,255,880.0,5,8,G#,highMidrange,
3117,185,238,255,932.33,5,10,A#,highMidrange,
3118,225,247,255,987.77,5,11,B,highMidrange,
3119,0,15,40,1046.5,6,0,C,lowTreble,
3120,0,31,80,1108.73,6,1,C#,lowTreble,
3121,0,46,120,1174.66,6,2,D,lowTreble,
3122,0,61,160,1244.51,6,3,D#,lowTreble,
3123,0,77,200,1318.51,6,4,E,lowTreble,
3124,0,92,240,1396.91,6,5,F,lowTreble,
3125,25,113,255,1479.98,6,6,F#,lowTreble,
3126,65,138,255,1567.98,6,7,G,lowTreble,
3127,105,163,255,1661.22,6,8,G#,lowTreble,
3128,145,187,255,1760.0,6,8,G#,lowTreble,
3129,185,212,255,1864.66,6,10,A#,lowTreble,
3130,225,236,255,1975.53,6,11,B,lowTreble,
3131,20,0,34,2093.0,7,0,C,midTreble,
3132,40,0,69,2217.46,7,1,C#,midTreble,
3133,60,0,103,2349.32,7,2,D,midTreble,
3134,80,0,137,2489.0,7,3,D#,midTreble,
3135,100,0,171,2637.0,7,4,E,midTreble,
3136,120,0,206,2793.83,7,5,F,midTreble,
3137,140,0,240,2959.96,7,6,F#,midTreble,
3138,157,19,255,3135.96,7,7,G,midTreble,
3139,171,54,255,3322.44,7,8,G#,midTreble,
3140,186,88,255,3520.0,7,8,G#,midTreble,
3141,200,122,255,3729.31,7,10,A#,midTreble,
3142,214,157,255,3951.0,7,11,B,midTreble,
3143,20,0,28,4186.0,8,0,C,highTreble,
3144,41,0,57,4434.92,8,1,C#,highTreble,
3145,61,0,85,4698.63,8,2,D,highTreble,
3146,81,0,114,4978.0,8,3,D#,highTreble,
3147,102,0,142,5274.0,8,4,E,highTreble,
3148,122,0,170,5587.65,8,4,E,highTreble,
3149,143,0,199,5919.91,8,6,F#,highTreble,
3150,163,0,227,6271.93,8,7,G,highTreble,
3151,183,1,255,6644.88,8,8,G#,highTreble,
3152,191,29,255,7040.0,8,9,A,highTreble,
3153,199,58,255,7458.62,8,10,A#,highTreble,
3154,207,86,255,7902.13,8,11,B,highTreble,
3155,23,0,0,16.84,0,0,C,lowBass,
3156,38,0,0,17.84,0,1,C#,lowBass,
3157,54,0,0,18.97,0,2,D,lowBass,
3158,68,0,0,19.99,0,3,D#,lowBass,
3159,84,0,0,21.26,0,4,E,lowBass,
3160,99,0,0,22.48,0,5,F,lowBass,
3161,114,0,0,23.81,0,6,F#,lowBass,
3162,129,0,0,25.23,0,7,G,lowBass,
3163,144,0,0,26.68,0,8,G#,lowBass,
3164,160,0,0,28.37,0,9,A,lowBass,
3165,175,0,0,30.01,0,10,A#,lowBass,
3166,20,0,0,31.79,0,11,B,lowBass,
3167,60,0,0,33.68,1,0,C,midBass,
3168,100,0,0,35.68,1,1,C#,midBass,
3169,140,0,0,37.8,1,2,D,midBass,
3170,180,0,0,40.05,1,3,D#,midBass,
3171,220,0,0,42.43,1,4,E,midBass,
3172,255,5,5,44.65,1,5,F,midBass,
3173,255,45,45,47.63,1,6,F#,midBass,
3174,255,85,85,52.46,1,7,G,midBass,
3175,255,125,125,55.46,1,7,G,midBass,
3176,255,165,165,56.64,1,8,G#,midBass,
3177,255,205,205,60.01,1,10,A#,midBass,
3178,20,11,0,63.68,1,11,B,midBass,
3179,60,32,0,67.36,2,0,C,highBass,
3180,100,53,0,71.33,2,1,C#,highBass,
3181,140,75,0,75.64,2,2,D,highBass,
3182,180,96,0,80.1,2,3,D#,highBass,
3183,220,117,0,84.82,2,4,E,highBass,
3184,255,138,5,89.91,2,5,F,highBass,
3185,255,157,45,95.25,2,6,F#,highBass,
3186,255,176,85,100.96,2,7,G,highBass,
3187,255,194,125,106.86,2,8,G#,highBass,
3188,255,213,165,113.27,2,8,G#,highBass,
3189,255,232,205,120.06,2,10,A#,highBass,
3190,20,19,0,127.38,2,11,B,highBass,
3191,60,56,0,134.7,3,0,C,lowMidrange,
3192,100,93,0,142.66,3,1,C#,lowMidrange,
3193,140,131,0,151.2,3,2,D,lowMidrange,
3194,180,168,0,160.12,3,3,D#,lowMidrange,
3195,220,205,0,169.65,3,4,E,lowMidrange,
3196,255,238,5,180.92,3,5,F,lowMidrange,
3197,255,241,45,190.5,3,6,F#,lowMidrange,
3198,255,244,85,201.96,3,7,G,lowMidrange,
3199,255,246,125,213.68,3,8,G#,lowMidrange,
3200,255,249,165,226.54,3,8,G#,lowMidrange,
3201,255,252,205,240.17,3,10,A#,lowMidrange,
3202,9,20,0,254.79,3,11,B,lowMidrange,
3203,26,60,0,269.41,4,0,C,midMidrange,
3204,43,100,0,285.28,4,1,C#,midMidrange,
3205,61,140,0,302.55,4,2,D,midMidrange,
3206,78,180,0,320.38,4,3,D#,midMidrange,
3207,95,220,0,339.26,4,4,E,midMidrange,
3208,113,255,5,359.1,4,5,F,midMidrange,
3209,136,255,45,381.0,4,6,F#,midMidrange,
3210,159,255,85,403.83,4,7,G,midMidrange,
3211,181,255,125,427.45,4,8,G#,midMidrange,
3212,204,255,165,453.08,4,8,G#,midMidrange,
3213,227,255,205,480.24,4,10,A#,midMidrange,
3214,0,15,20,509.53,5,11,B,highMidrange,
3215,0,45,60,538.81,5,0,C,highMidrange,
3216,0,75,100,570.85,5,1,C#,highMidrange,
3217,0,105,140,604.79,5,2,D,highMidrange,
3218,0,135,180,640.75,5,3,D#,highMidrange,
3219,0,165,220,678.86,5,4,E,highMidrange,
3220,5,192,255,721.78,5,5,F,highMidrange,
3221,45,202,255,761.99,5,6,F#,highMidrange,
3222,85,213,255,808.23,5,7,G,highMidrange,
3223,125,222,255,855.31,5,8,G#,highMidrange,
3224,165,233,255,906.68,5,8,G#,highMidrange,
3225,205,242,255,959.48,5,10,A#,highMidrange,
3226,0,8,20,1018.55,6,11,B,lowTreble,
3227,0,23,60,1077.62,6,0,C,lowTreble,
3228,0,38,100,1141.1,6,1,C#,lowTreble,
3229,0,54,140,1210.22,6,2,D,lowTreble,
3230,0,69,180,1281.51,6,3,D#,lowTreble,
3231,0,84,220,1357.0,6,4,E,lowTreble,
3232,5,101,255,1436.4,6,5,F,lowTreble,
3233,45,125,255,1523.3,6,6,F#,lowTreble,
3234,85,150,255,1613.88,6,7,G,lowTreble,
3235,125,175,255,1710.61,6,8,G#,lowTreble,
3236,165,200,255,1813.14,6,8,G#,lowTreble,
3237,205,224,255,1920.1,6,10,A#,lowTreble,
3238,10,0,17,2038.23,7,11,B,midTreble,
3239,30,0,52,2156.36,7,0,C,midTreble,
3240,50,0,86,2283.39,7,1,C#,midTreble,
3241,70,0,120,2419.16,7,2,D,midTreble,
3242,90,0,155,2565.74,7,3,D#,midTreble,
3243,110,0,189,2716.84,7,4,E,midTreble,
3244,130,0,223,2876.9,7,5,F,midTreble,
3245,150,3,255,3056.59,7,6,F#,midTreble,
3246,164,37,255,3231.1,7,7,G,midTreble,
3247,178,71,255,3419.2,7,8,G#,midTreble,
3248,193,106,255,3629.02,7,8,G#,midTreble,
3249,207,140,255,3842.42,7,10,A#,midTreble,
3250,10,0,14,4078.93,7,11,B,midTreble,
3251,31,0,43,4315.44,8,0,C,highTreble,
3252,51,0,71,4566.78,8,1,C#,highTreble,
3253,71,0,99,4835.46,8,2,D,highTreble,
3254,92,0,128,5129.02,8,3,D#,highTreble,
3255,112,0,156,5430.83,8,4,E,highTreble,
3256,132,0,185,5753.78,8,5,F,highTreble,
3257,152,0,213,6088.59,8,6,F#,highTreble,
3258,173,0,242,6462.21,8,7,G,highTreble,
3259,187,15,255,6842.44,8,8,G#,highTreble,
3260,195,43,255,7243.65,8,9,A,highTreble,
3261,203,71,255,7668.06,8,10,A#,highTreble,
3262,97,0,0,22.48,0,5,F,lowBass,
3263,255,0,0,44.95,1,5,F,midBass,
3264,255,136,0,89.91,2,5,F,highBass,
3265,255,238,0,179.81,3,5,F,lowMidrange,
3266,111,255,0,359.61,4,5,F,midMidrange,
3267,0,191,255,719.23,5,5,F,highMidrange,
3268,0,98,255,1438.23,6,5,F,lowTreble,
3269,128,0,219,2876.9,7,5,F,midTreble,
3270,130,0,181,5753.78,8,5,F,highTreble,
3271,97,0,0,22.48,0,5,F,lowBass,
3272,255,0,0,44.95,1,5,F,midBass,
3273,255,137,0,89.8,2,5,F,highBass,
3274,255,239,0,179.7,3,5,F,lowMidrange,
3275,112,255,0,359.5,4,5,F,midMidrange,
3276,0,192,255,719.12,5,5,F,highMidrange,
3277,0,97,255,1438.34,6,5,F,lowTreble,
3278,126,0,219,2877.12,7,5,F,midTreble,
3279,131,0,181,5753.67,8,5,F,highTreble,
3280,15,0,0,16.35,0,0,C,lowBass,
3281,31,0,0,17.32,0,1,C#,lowBass,
3282,45,0,0,18.35,0,2,D,lowBass,
3283,61,0,0,19.45,0,3,D#,lowBass,
3284,76,0,0,20.6,0,4,E,lowBass,
3285,91,0,0,21.83,0,5,F,lowBass,
3286,107,0,0,23.12,0,6,F#,lowBass,
3287,121,0,0,24.5,0,7,G,lowBass,
3288,137,0,0,25.96,0,8,G#,lowBass,
3289,152,0,0,27.5,0,9,A,lowBass,
3290,167,0,0,29.14,0,10,A#,lowBass,
3291,183,0,0,30.87,0,11,B,lowBass,
3292,40,0,0,32.7,1,0,C,midBass,
3293,80,0,0,34.65,1,1,C#,midBass,
3294,120,0,0,36.71,1,2,D,midBass,
3295,160,0,0,38.89,1,3,D#,midBass,
3296,200,0,0,41.2,1,4,E,midBass,
3297,240,0,0,43.65,1,5,F,midBass,
3298,255,25,25,46.25,1,6,F#,midBass,
3299,255,65,65,49.0,1,7,G,midBass,
3300,255,105,105,55.91,1,8,G#,midBass,
3301,255,145,145,55.0,1,7,G,midBass,
3302,255,185,185,58.27,1,10,A#,midBass,
3303,255,225,225,61.74,1,11,B,midBass,
3304,40,21,0,65.41,2,0,C,highBass,
3305,80,43,0,69.3,2,1,C#,highBass,
3306,120,64,0,73.42,2,2,D,highBass,
3307,160,85,0,77.78,2,3,D#,highBass,
3308,200,107,0,82.41,2,4,E,highBass,
3309,240,128,0,87.31,2,5,F,highBass,
3310,255,148,25,92.5,2,6,F#,highBass,
3311,255,166,65,98.0,2,7,G,highBass,
3312,255,185,105,103.83,2,8,G#,highBass,
3313,255,204,145,110.0,2,8,G#,highBass,
3314,255,222,185,116.54,2,10,A#,highBass,
3315,255,241,225,123.47,2,10,A#,highBass,
3316,40,37,0,130.81,3,0,C,lowMidrange,
3317,80,75,0,138.59,3,1,C#,lowMidrange,
3318,120,112,0,146.83,3,2,D,lowMidrange,
3319,160,150,0,155.56,3,3,D#,lowMidrange,
3320,200,187,0,164.81,3,4,E,lowMidrange,
3321,240,224,0,174.61,3,5,F,lowMidrange,
3322,255,240,25,185.0,3,6,F#,lowMidrange,
3323,255,242,65,196.0,3,7,G,lowMidrange,
3324,255,245,105,207.65,3,8,G#,lowMidrange,
3325,255,248,145,220.0,3,8,G#,lowMidrange,
3326,255,250,185,233.08,3,10,A#,lowMidrange,
3327,255,253,225,246.94,3,11,B,lowMidrange,
3328,17,40,0,261.63,4,0,C,midMidrange,
3329,35,80,0,277.18,4,1,C#,midMidrange,
3330,52,120,0,293.66,4,2,D,midMidrange,
3331,69,160,0,311.13,4,3,D#,midMidrange,
3332,87,200,0,329.63,4,4,E,midMidrange,
3333,104,240,0,349.23,4,5,F,midMidrange,
3334,125,255,25,369.99,4,6,F#,midMidrange,
3335,147,255,65,392.0,4,7,G,midMidrange,
3336,170,255,105,415.3,4,8,G#,midMidrange,
3337,193,255,145,440.0,4,8,G#,midMidrange,
3338,215,255,185,466.16,4,9,A,midMidrange,
3339,238,255,225,493.88,4,10,A#,midMidrange,
3340,0,30,40,523.25,5,0,C,highMidrange,
3341,0,60,80,554.37,5,1,C#,highMidrange,
3342,0,90,120,587.33,5,2,D,highMidrange,
3343,0,120,160,622.25,5,3,D#,highMidrange,
3344,0,150,200,659.25,5,4,E,highMidrange,
3345,0,180,240,698.46,5,5,F,highMidrange,
3346,25,197,255,739.99,5,6,F#,highMidrange,
3347,65,207,255,783.99,5,7,G,highMidrange,
3348,105,217,255,830.61,5,8,G#,highMidrange,
3349,145,227,255,880.0,5,8,G#,highMidrange,
3350,185,238,255,932.33,5,10,A#,highMidrange,
3351,225,247,255,987.77,5,11,B,highMidrange,
3352,0,15,40,1046.5,6,0,C,lowTreble,
3353,0,31,80,1108.73,6,1,C#,lowTreble,
3354,0,46,120,1174.66,6,2,D,lowTreble,
3355,0,61,160,1244.51,6,3,D#,lowTreble,
3356,0,77,200,1318.51,6,4,E,lowTreble,
3357,0,92,240,1396.91,6,5,F,lowTreble,
3358,25,113,255,1479.98,6,6,F#,lowTreble,
3359,65,138,255,1567.98,6,7,G,lowTreble,
3360,105,163,255,1661.22,6,8,G#,lowTreble,
3361,145,187,255,1760.0,6,8,G#,lowTreble,
3362,185,212,255,1864.66,6,10,A#,lowTreble,
3363,225,236,255,1975.53,6,11,B,lowTreble,
3364,20,0,34,2093.0,7,0,C,midTreble,
3365,40,0,69,2217.46,7,1,C#,midTreble,
3366,60,0,103,2349.32,7,2,D,midTreble,
3367,80,0,137,2489.0,7,3,D#,midTreble,
3368,100,0,171,2637.0,7,4,E,midTreble,
3369,120,0,206,2793.83,7,5,F,midTreble,
3370,140,0,240,2959.96,7,6,F#,midTreble,
3371,157,19,255,3135.96,7,7,G,midTreble,
3372,171,54,255,3322.44,7,8,G#,midTreble,
3373,186,88,255,3520.0,7,8,G#,midTreble,
3374,200,122,255,3729.31,7,10,A#,midTreble,
3375,214,157,255,3951.0,7,11,B,midTreble,
3376,20,0,28,4186.0,8,0,C,highTreble,
3377,41,0,57,4434.92,8,1,C#,highTreble,
3378,61,0,85,4698.63,8,2,D,highTreble,
3379,81,0,114,4978.0,8,3,D#,highTreble,
3380,102,0,142,5274.0,8,4,E,highTreble,
3381,122,0,170,5587.65,8,4,E,highTreble,
3382,143,0,199,5919.91,8,6,F#,highTreble,
3383,163,0,227,6271.93,8,7,G,highTreble,
3384,183,1,255,6644.88,8,8,G#,highTreble,
3385,191,29,255,7040.0,8,9,A,highTreble,
3386,199,58,255,7458.62,8,10,A#,highTreble,
3387,207,86,255,7902.13,8,11,B,highTreble,
3388,23,0,0,16.84,0,0,C,lowBass,
3389,38,0,0,17.84,0,1,C#,lowBass,
3390,54,0,0,18.97,0,2,D,lowBass,
3391,68,0,0,19.99,0,3,D#,lowBass,
3392,84,0,0,21.26,0,4,E,lowBass,
3393,99,0,0,22.48,0,5,F,lowBass,
3394,114,0,0,23.81,0,6,F#,lowBass,
3395,129,0,0,25.23,0,7,G,lowBass,
3396,144,0,0,26.68,0,8,G#,lowBass,
3397,160,0,0,28.37,0,9,A,lowBass,
3398,175,0,0,30.01,0,10,A#,lowBass,
3399,20,0,0,31.79,0,11,B,lowBass,
3400,60,0,0,33.68,1,0,C,midBass,
3401,100,0,0,35.68,1,1,C#,midBass,
3402,140,0,0,37.8,1,2,D,midBass,
3403,180,0,0,40.05,1,3,D#,midBass,
3404,220,0,0,42.43,1,4,E,midBass,
3405,255,5,5,44.65,1,5,F,midBass,
3406,255,45,45,47.63,1,6,F#,midBass,
3407,255,85,85,52.46,1,7,G,midBass,
3408,255,125,125,55.46,1,7,G,midBass,
3409,255,165,165,56.64,1,8,G#,midBass,
3410,255,205,205,60.01,1,10,A#,midBass,
3411,20,11,0,63.68,1,11,B,midBass,
3412,60,32,0,67.36,2,0,C,highBass,
3413,100,53,0,71.33,2,1,C#,highBass,
3414,140,75,0,75.64,2,2,D,highBass,
3415,180,96,0,80.1,2,3,D#,highBass,
3416,220,117,0,84.82,2,4,E,highBass,
3417,255,138,5,89.91,2,5,F,highBass,
3418,255,157,45,95.25,2,6,F#,highBass,
3419,255,176,85,100.96,2,7,G,highBass,
3420,255,194,125,106.86,2,8,G#,highBass,
3421,255,213,165,113.27,2,8,G#,highBass,
3422,255,232,205,120.06,2,10,A#,highBass,
3423,20,19,0,127.38,2,11,B,highBass,
3424,60,56,0,134.7,3,0,C,lowMidrange,
3425,100,93,0,142.66,3,1,C#,lowMidrange,
3426,140,131,0,151.2,3,2,D,lowMidrange,
3427,180,168,0,160.12,3,3,D#,lowMidrange,
3428,220,205,0,169.65,3,4,E,lowMidrange,
3429,255,238,5,180.92,3,5,F,lowMidrange,
3430,255,241,45,190.5,3,6,F#,lowMidrange,
3431,255,244,85,201.96,3,7,G,lowMidrange,
3432,255,246,125,213.68,3,8,G#,lowMidrange,
3433,255,249,165,226.54,3,8,G#,lowMidrange,
3434,255,252,205,240.17,3,10,A#,lowMidrange,
3435,9,20,0,254.79,3,11,B,lowMidrange,
3436,26,60,0,269.41,4,0,C,midMidrange,
3437,43,100,0,285.28,4,1,C#,midMidrange,
3438,61,140,0,302.55,4,2,D,midMidrange,
3439,78,180,0,320.38,4,3,D#,midMidrange,
3440,95,220,0,339.26,4,4,E,midMidrange,
3441,113,255,5,359.1,4,5,F,midMidrange,
3442,136,255,45,381.0,4,6,F#,midMidrange,
3443,159,255,85,403.83,4,7,G,midMidrange,
3444,181,255,125,427.45,4,8,G#,midMidrange,
3445,204,255,165,453.08,4,8,G#,midMidrange,
3446,227,255,205,480.24,4,10,A#,midMidrange,
3447,0,15,20,509.53,5,11,B,highMidrange,
3448,0,45,60,538.81,5,0,C,highMidrange,
3449,0,75,100,570.85,5,1,C#,highMidrange,
3450,0,105,140,604.79,5,2,D,highMidrange,
3451,0,135,180,640.75,5,3,D#,highMidrange,
3452,0,165,220,678.86,5,4,E,highMidrange,
3453,5,192,255,721.78,5,5,F,highMidrange,
3454,45,202,255,761.99,5,6,F#,highMidrange,
3455,85,213,255,808.23,5,7,G,highMidrange,
3456,125,222,255,855.31,5,8,G#,highMidrange,
3457,165,233,255,906.68,5,8,G#,highMidrange,
3458,205,242,255,959.48,5,10,A#,highMidrange,
3459,0,8,20,1018.55,6,11,B,lowTreble,
3460,0,23,60,1077.62,6,0,C,lowTreble,
3461,0,38,100,1141.1,6,1,C#,lowTreble,
3462,0,54,140,1210.22,6,2,D,lowTreble,
3463,0,69,180,1281.51,6,3,D#,lowTreble,
3464,0,84,220,1357.0,6,4,E,lowTreble,
3465,5,101,255,1436.4,6,5,F,lowTreble,
3466,45,125,255,1523.3,6,6,F#,lowTreble,
3467,85,150,255,1613.88,6,7,G,lowTreble,
3468,125,175,255,1710.61,6,8,G#,lowTreble,
3469,165,200,255,1813.14,6,8,G#,lowTreble,
3470,205,224,255,1920.1,6,10,A#,lowTreble,
3471,10,0,17,2038.23,7,11,B,midTreble,
3472,30,0,52,2156.36,7,0,C,midTreble,
3473,50,0,86,2283.39,7,1,C#,midTreble,
3474,70,0,120,2419.16,7,2,D,midTreble,
3475,90,0,155,2565.74,7,3,D#,midTreble,
3476,110,0,189,2716.84,7,4,E,midTreble,
3477,130,0,223,2876.9,7,5,F,midTreble,
3478,150,3,255,3056.59,7,6,F#,midTreble,
3479,164,37,255,3231.1,7,7,G,midTreble,
3480,178,71,255,3419.2,7,8,G#,midTreble,
3481,193,106,255,3629.02,7,8,G#,midTreble,
3482,207,140,255,3842.42,7,10,A#,midTreble,
3483,10,0,14,4078.93,7,11,B,midTreble,
3484,31,0,43,4315.44,8,0,C,highTreble,
3485,51,0,71,4566.78,8,1,C#,highTreble,
3486,71,0,99,4835.46,8,2,D,highTreble,
3487,92,0,128,5129.02,8,3,D#,highTreble,
3488,112,0,156,5430.83,8,4,E,highTreble,
3489,132,0,185,5753.78,8,5,F,highTreble,
3490,152,0,213,6088.59,8,6,F#,highTreble,
3491,173,0,242,6462.21,8,7,G,highTreble,
3492,187,15,255,6842.44,8,8,G#,highTreble,
3493,195,43,255,7243.65,8,9,A,highTreble,
3494,203,71,255,7668.06,8,10,A#,highTreble,
3495,97,0,0,22.48,0,5,F,lowBass,
3496,255,0,0,44.95,1,5,F,midBass,
3497,255,136,0,89.91,2,5,F,highBass,
3498,255,238,0,179.81,3,5,F,lowMidrange,
3499,111,255,0,359.61,4,5,F,midMidrange,
3500,0,191,255,719.23,5,5,F,highMidrange,
3501,0,98,255,1438.23,6,5,F,lowTreble,
3502,128,0,219,2876.9,7,5,F,midTreble,
3503,130,0,181,5753.78,8,5,F,highTreble,
3504,97,0,0,22.48,0,5,F,lowBass,
3505,255,0,0,44.95,1,5,F,midBass,
3506,255,137,0,89.8,2,5,F,highBass,
3507,255,239,0,179.7,3,5,F,lowMidrange,
3508,112,255,0,359.5,4,5,F,midMidrange,
3509,0,192,255,719.12,5,5,F,highMidrange,
3510,0,97,255,1438.34,6,5,F,lowTreble,
3511,126,0,219,2877.12,7,5,F,midTreble,
3512,131,0,181,5753.67,8,5,F,highTreble,
3513,15,0,0,16.35,0,0,C,lowBass,
3514,31,0,0,17.32,0,1,C#,lowBass,
3515,45,0,0,18.35,0,2,D,lowBass,
3516,61,0,0,19.45,0,3,D#,lowBass,
3517,76,0,0,20.6,0,4,E,lowBass,
3518,91,0,0,21.83,0,5,F,lowBass,
3519,107,0,0,23.12,0,6,F#,lowBass,
3520,121,0,0,24.5,0,7,G,lowBass,
3521,137,0,0,25.96,0,8,G#,lowBass,
3522,152,0,0,27.5,0,9,A,lowBass,
3523,167,0,0,29.14,0,10,A#,lowBass,
3524,183,0,0,30.87,0,11,B,lowBass,
3525,40,0,0,32.7,1,0,C,midBass,
3526,80,0,0,34.65,1,1,C#,midBass,
3527,120,0,0,36.71,1,2,D,midBass,
3528,160,0,0,38.89,1,3,D#,midBass,
3529,200,0,0,41.2,1,4,E,midBass,
3530,240,0,0,43.65,1,5,F,midBass,
3531,255,25,25,46.25,1,6,F#,midBass,
3532,255,65,65,49.0,1,7,G,midBass,
3533,255,105,105,55.91,1,8,G#,midBass,
3534,255,145,145,55.0,1,7,G,midBass,
3535,255,185,185,58.27,1,10,A#,midBass,
3536,255,225,225,61.74,1,11,B,midBass,
3537,40,21,0,65.41,2,0,C,highBass,
3538,80,43,0,69.3,2,1,C#,highBass,
3539,120,64,0,73.42,2,2,D,highBass,
3540,160,85,0,77.78,2,3,D#,highBass,
3541,200,107,0,82.41,2,4,E,highBass,
3542,240,128,0,87.31,2,5,F,highBass,
3543,255,148,25,92.5,2,6,F#,highBass,
3544,255,166,65,98.0,2,7,G,highBass,
3545,255,185,105,103.83,2,8,G#,highBass,
3546,255,204,145,110.0,2,8,G#,highBass,
3547,255,222,185,116.54,2,10,A#,highBass,
3548,255,241,225,123.47,2,10,A#,highBass,
3549,40,37,0,130.81,3,0,C,lowMidrange,
3550,80,75,0,138.59,3,1,C#,lowMidrange,
3551,120,112,0,146.83,3,2,D,lowMidrange,
3552,160,150,0,155.56,3,3,D#,lowMidrange,
3553,200,187,0,164.81,3,4,E,lowMidrange,
3554,240,224,0,174.61,3,5,F,lowMidrange,
3555,255,240,25,185.0,3,6,F#,lowMidrange,
3556,255,242,65,196.0,3,7,G,lowMidrange,
3557,255,245,105,207.65,3,8,G#,lowMidrange,
3558,255,248,145,220.0,3,8,G#,lowMidrange,
3559,255,250,185,233.08,3,10,A#,lowMidrange,
3560,255,253,225,246.94,3,11,B,lowMidrange,
3561,17,40,0,261.63,4,0,C,midMidrange,
3562,35,80,0,277.18,4,1,C#,midMidrange,
3563,52,120,0,293.66,4,2,D,midMidrange,
3564,69,160,0,311.13,4,3,D#,midMidrange,
3565,87,200,0,329.63,4,4,E,midMidrange,
3566,104,240,0,349.23,4,5,F,midMidrange,
3567,125,255,25,369.99,4,6,F#,midMidrange,
3568,147,255,65,392.0,4,7,G,midMidrange,
3569,170,255,105,415.3,4,8,G#,midMidrange,
3570,193,255,145,440.0,4,8,G#,midMidrange,
3571,215,255,185,466.16,4,9,A,midMidrange,
3572,238,255,225,493.88,4,10,A#,midMidrange,
3573,0,30,40,523.25,5,0,C,highMidrange,
3574,0,60,80,554.37,5,1,C#,highMidrange,
3575,0,90,120,587.33,5,2,D,highMidrange,
3576,0,120,160,622.25,5,3,D#,highMidrange,
3577,0,150,200,659.25,5,4,E,highMidrange,
3578,0,180,240,698.46,5,5,F,highMidrange,
3579,25,197,255,739.99,5,6,F#,highMidrange,
3580,65,207,255,783.99,5,7,G,highMidrange,
3581,105,217,255,830.61,5,8,G#,highMidrange,
3582,145,227,255,880.0,5,8,G#,highMidrange,
3583,185,238,255,932.33,5,10,A#,highMidrange,
3584,225,247,255,987.77,5,11,B,highMidrange,
3585,0,15,40,1046.5,6,0,C,lowTreble,
